BLAST file	CP066953.1:1086813-1087433 Xanthomonas campestris pv. campestris strain 10103 chromosome, complete genome
./genomes/xopG2.versus.WHRI_8323.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8329.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8330.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8332.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8333.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8337B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8339.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8346.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8348.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8372.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8374.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8377.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8387.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8401.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8402.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8403.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8404.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8405.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8409.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8412.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8414A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8416A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8420A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8423A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8429A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8430.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8434.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8436.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8441A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8443B.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8444A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8446.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8447A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8448A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8449A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8450A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8450B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8452A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8453B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8454A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8455A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8458A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8459B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8460B.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8462A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8463A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8463B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8468A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8469.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8471.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8497.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8500.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8506.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8507.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8514.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8516A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8516B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8539.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8541.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8544.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8572.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8578.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8596.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8618.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8622.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8629.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8646.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8648.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8650.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8653.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8662.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8668.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8688.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8709.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8713.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8721.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8730.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8733.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8737.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8746.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8758.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8759.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8763.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8779.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8788.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8789.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8794.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8795.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8800.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8801.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8804_NCPPB_3566.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8806.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8807.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8808.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8815.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8816.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8819.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8820.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8821.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8823.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8824A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8825.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8826A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8827A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8836.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8837.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8838.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8839.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8840.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8841.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8856.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8857.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8868.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8879.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8892A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8894.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8895.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8952A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8953.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8955.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8956.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8966.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8968.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8975A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8976.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8978.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8979.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8980.fasta.blastn	1
./genomes/xopG2.versus.WHRI_8981.fasta.blastn	1
./genomes/xopG2.versus.XCC2144.fasta.blastn	0
./genomes/xopG2.versus.XY1-1.fasta.blastn	1
./genomes/xopG2.versus.Xc02.fasta.blastn	1
./genomes/xopG2.versus.Xc105.fasta.blastn	0
./genomes/xopG2.versus.Xc110.fasta.blastn	0
./genomes/xopG2.versus.Xc111.fasta.blastn	0
./genomes/xopG2.versus.Xc115.fasta.blastn	0
./genomes/xopG2.versus.Xc117.fasta.blastn	0
./genomes/xopG2.versus.Xc120.fasta.blastn	0
./genomes/xopG2.versus.Xc121-1.fasta.blastn	0
./genomes/xopG2.versus.Xc121-2.fasta.blastn	0
./genomes/xopG2.versus.Xc129.fasta.blastn	0
./genomes/xopG2.versus.Xc134.fasta.blastn	0
./genomes/xopG2.versus.Xc142.fasta.blastn	0
./genomes/xopG2.versus.Xc150.fasta.blastn	0
./genomes/xopG2.versus.Xc153.fasta.blastn	0
./genomes/xopG2.versus.Xc16.fasta.blastn	1
./genomes/xopG2.versus.Xc160.fasta.blastn	0
./genomes/xopG2.versus.Xc163.fasta.blastn	0
./genomes/xopG2.versus.Xc164.fasta.blastn	0
./genomes/xopG2.versus.Xc173.fasta.blastn	0
./genomes/xopG2.versus.Xc175.fasta.blastn	0
./genomes/xopG2.versus.Xc20.fasta.blastn	1
./genomes/xopG2.versus.Xc2010.fasta.blastn	1
./genomes/xopG2.versus.Xc211.fasta.blastn	1
./genomes/xopG2.versus.Xc221-1.fasta.blastn	0
./genomes/xopG2.versus.Xc221-2.fasta.blastn	0
./genomes/xopG2.versus.Xc25.fasta.blastn	1
./genomes/xopG2.versus.Xc252.fasta.blastn	1
./genomes/xopG2.versus.Xc262.fasta.blastn	1
./genomes/xopG2.versus.Xc272.fasta.blastn	1
./genomes/xopG2.versus.Xc292.fasta.blastn	1
./genomes/xopG2.versus.Xc302.fasta.blastn	1
./genomes/xopG2.versus.Xc312.fasta.blastn	1
./genomes/xopG2.versus.Xc321-1.fasta.blastn	1
./genomes/xopG2.versus.Xc321-2.fasta.blastn	1
./genomes/xopG2.versus.Xc321.fasta.blastn	1
./genomes/xopG2.versus.Xc342.fasta.blastn	1
./genomes/xopG2.versus.Xc35.fasta.blastn	0
./genomes/xopG2.versus.Xc362.fasta.blastn	1
./genomes/xopG2.versus.Xc39.fasta.blastn	0
./genomes/xopG2.versus.Xc412.fasta.blastn	1
./genomes/xopG2.versus.Xc421-1.fasta.blastn	0
./genomes/xopG2.versus.Xc421-2.fasta.blastn	0
./genomes/xopG2.versus.Xc422.fasta.blastn	1
./genomes/xopG2.versus.Xc43.fasta.blastn	0
./genomes/xopG2.versus.Xc433.fasta.blastn	1
./genomes/xopG2.versus.Xc442.fasta.blastn	1
./genomes/xopG2.versus.Xc452.fasta.blastn	1
./genomes/xopG2.versus.Xc51.fasta.blastn	0
./genomes/xopG2.versus.Xc52.fasta.blastn	0
./genomes/xopG2.versus.Xc521-1.fasta.blastn	0
./genomes/xopG2.versus.Xc521-2.fasta.blastn	0
./genomes/xopG2.versus.Xc57.fasta.blastn	0
./genomes/xopG2.versus.Xc58.fasta.blastn	0
./genomes/xopG2.versus.Xc67.fasta.blastn	0
./genomes/xopG2.versus.Xc7.fasta.blastn	1
./genomes/xopG2.versus.Xc78.fasta.blastn	0
./genomes/xopG2.versus.Xca5.fasta.blastn	0
./genomes/xopG2.versus.Xcc-C7.fasta.blastn	0
./genomes/xopG2.versus.Xcc-G.fasta.blastn	1
./genomes/xopG2.versus.Xcc8004_Xcc1.fasta.blastn	0
./genomes/xopG2.versus.Xcc8004_Xcc2.fasta.blastn	0
./genomes/xopG2.versus.bglFP_6745.fasta.blastn	1
./genomes/xopG2.versus.bglFP_6746.fasta.blastn	1
./genomes/xopG2.versus.bglFP_6813.fasta.blastn	0
